206 164071	164272	211892	160988
207 256120	128593	190108	157009
208 158581	170798	163871	217185
209 112459	281570	167901	216491
210 187916	191201	159223	168556
211 186562	132442	169458	135648
212 104843	219206	134700	273470
213 128604	282398	106801	266899
214 142726	224417	161604	213784
215 183149	221933	166263	247249
216 110201	298765	104580	307935
217 62260	301422	73533	262659
218 152508	296239	159950	301213
219 138001	238065	85353	269759
220 119842	210928	178117	255103
221 89600	412335	9338	388487
222 67585	254006	100814	220935
223 88525	196406	99481	212610
224 77986	312398	91467	272109
225 94804	279380	51493	342125
226 18725	351393	37755	379250
227 74865	337841	74590	251644
228 57343	293131	78286	295597
229 70353	232591	13897	365215
230 1719	433243	26145	374220
231 43120	355209	30962	304998
232 23189	294314	36987	389441
233 32339	363077	6406	296216
234 1738	336614	4518	282016
235 33872	366369	32645	453597
236 15690	337457	31000	344901
237 22859	367606	18188	368597
238 16746	454393	7704	431644
239 16984	390114	12586	435332
240 3728	426797	23736	369070
241 20731	367641	11671	371972
242 20790	294021	9494	259677
243 2040	287648	19370	289379
244 19254	349141	5367	407625
245 20857	377341	17426	328678
246 17442	322788	31306	330569
247 14150	355444	15824	416733
248 31035	366617	18759	328801
249 15842	349024	12662	310709
250 34128	240165	55936	270357
251 22339	332229	1003	367227
252 31587	392212	31401	415220
253 16201	379962	36076	364851
254 56361	340694	84044	293498
255 52629	378337	5652	437673
256 46413	349688	71635	361323
257 72261	439627	46545	344148
258 6879	271654	52787	210494
259 77968	102805	73885	232058
260 47413	517459	48082	491644
261 117241	334384	86463	269889
262 32779	132325	34360	118803
263 75414	171887	109083	161751
264 95208	281208	56416	485196
265 32338	445049	102372	247232
266 134387	209475	73793	190059
267 42512	155953	97422	150740
268 108984	206579	115470	254817
269 105029	338338	69364	397278
270 128107	289008	165585	223385
271 148358	128408	75877	105019
272 39559	94041	68745	149734
273 173897	223342	187822	295706
274 117941	401414	149611	308627
275 188206	244640	213361	128342
276 158602	65340	97462	84437
277 89666	179092	199255	262901
278 255675	231195	188288	225103
279 141498	207878	133940	165548
280 196815	121345	272055	62101
281 228692	89831	193539	266424
282 257656	285567	251063	174164
283 157855	108700	77847	93026
284 86738	133598	128287	90579
285 124859	88542	196570	91257
286 356763	64222	329327	188204
287 190435	240228	169214	189105
288 180573	139557	136393	153747
289 178836	123106	157930	86329
290 225518	91923	337757	114116
291 279175	180775	212182	290244
292 201677	240946	209908	121107
293 106183	155518	137228	94932
294 211449	40182	199331	75070
295 259051	96408	267639	194542
296 217923	292613	261528	195341
297 237236	126180	124679	132514
298 90029	62498	104299	33987
299 198074	85217	297344	131793
300 289978	205325	250839	264607
301 276440	178130	245554	144698
302 141216	120356	86371	69524
303 109155	107916	162850	128810
304 233994	116791	241891	128182
305 203494	183025	231240	160735
306 199796	138175	155290	180449
307 121694	166781	106041	100702
308 170135	107085	179475	136682
309 156589	85731	201129	138860
310 204332	248592	185095	201951
311 148241	142838	121325	120735
312 132125	137482	154530	99038
313 154631	63813	133077	136075
314 185590	149128	233058	188477
315 185796	188465	148423	110853
316 135753	121596	124953	143339
317 127018	101441	154649	87029
318 186050	85218	172413	130614
319 153861	155955	0	
