-3 0	0	0	0
-3 0	0	0	0
3 0	0	0	0
4 0	0	0	0
5 0	0	0	0
6 2055	0	0	2057
7 2086	0	0	2087
8 824	0	0	824
9 1612	0	0	1612
10 796	0	0	796
11 782	0	0	782
12 1539	0	0	1539
13 792	0	0	792
14 803	0	0	803
15 1577	0	0	1577
16 803	0	0	803
17 818	0	0	818
18 1663	0	0	1663
19 826	0	0	826
20 815	0	0	815
21 1595	0	0	1595
22 796	0	0	796
23 811	0	0	811
24 1613	0	0	1613
25 813	0	0	813
26 812	0	0	812
27 1613	0	0	1613
28 803	0	0	803
29 796	0	0	796
30 1590	0	0	1590
31 788	0	0	788
32 798	0	0	798
33 1588	0	0	1588
34 792	0	0	792
35 822	0	0	822
36 1650	0	0	1650
37 811	0	0	811
38 809	0	0	809
39 1625	0	0	1625
40 809	0	0	809
41 811	0	0	811
42 1606	0	0	1606
43 803	0	0	804
44 800	0	0	800
45 1577	0	0	1577
46 812	0	0	812
47 818	0	0	818
48 1506	0	0	1506
49 802	0	0	802
50 921	0	0	921
51 1465	0	0	1465
52 796	0	0	796
53 944	0	0	944
54 1618	0	0	1555
55 798	0	0	798
56 800	0	0	862
57 1338	0	0	1338
58 809	0	0	809
59 1076	0	0	1076
60 1142	0	0	1080
61 799	0	0	798
62 1258	0	0	1320
63 1202	0	0	1203
64 818	0	0	818
65 1226	0	0	1226
66 809	0	0	809
67 798	0	0	798
68 1582	0	0	1582
69 800	0	0	871
70 792	0	0	792
71 1583	0	0	1512
72 1393	0	0	1331
73 1928	0	0	1928
74 2610	0	0	2671
75 2117	0	0	2117
76 2175	0	0	2175
77 2701	0	0	2701
78 2007	0	0	2007
79 2152	0	0	2152
80 2804	0	0	2804
81 1969	0	0	1969
82 4067	0	0	4067
83 4551	0	0	4551
84 2434	0	0	2434
85 2450	0	0	2450
86 2525	0	0	2525
87 2500	0	0	2500
88 2438	0	0	2438
89 2520	0	0	2520
90 2382	0	0	2382
91 3069	0	0	3068
92 3775	0	0	3775
93 3731	0	0	3732
94 3791	0	0	3791
95 3810	0	0	3810
96 3612	0	0	3610
97 3701	0	0	3701
98 3866	0	0	3867
99 3597	0	0	3597
100 4077	0	0	4077
101 4660	0	0	4658
102 4914	0	0	4914
103 5036	0	0	5110
104 4808	0	0	4808
105 4975	0	0	4905
106 5069	0	0	5069
107 5070	0	0	5070
108 4903	0	0	4903
109 4877	0	0	4877
110 5685	0	0	5685
111 6455	0	0	6391
112 6364	0	0	6301
113 5964	0	0	6025
114 6153	0	0	6214
115 6351	0	0	6351
116 6188	0	0	6188
117 6160	0	0	6160
118 6161	0	0	6160
119 6491	0	0	6491
120 7203	0	0	7203
121 7614	0	0	7615
122 7358	0	0	7358
123 7439	0	0	7439
124 7590	0	0	7662
125 7271	0	0	7271
126 7526	0	0	7454
127 7485	0	0	7485
128 7304	0	0	7304
129 8441	0	0	8441
130 9056	0	0	9056
131 8400	0	0	8400
132 8674	0	0	8612
133 8806	0	0	8876
134 8316	0	0	8377
135 8776	0	0	8778
136 9114	0	0	9114
137 8512	0	0	8440
138 9189	0	0	9188
139 9943	0	0	9943
140 8880	618	0	9568
141 8524	1337	0	9862
142 8902	1405	0	10237
143 8993	1205	0	10198
144 9136	498	0	9634
145 9794	0	0	9794
146 10214	0	0	10214
147 10489	0	0	10489
148 12758	0	0	12842
149 17886	1317	0	19139
150 16891	4876	0	21685
151 13489	7534	0	21089
152 13232	7381	0	20784
153 13371	7418	0	20791
154 14543	8045	0	22365
155 13778	8042	0	21758
156 13765	8271	0	22099
157 12248	6874	0	19187
158 8297	5490	0	13862
159 6582	5707	0	12289
160 6584	5709	0	12291
161 6649	5774	0	12421
162 6661	5785	0	12373
163 6653	5843	0	12432
