133 0	0	0	0	0	0	0	0
134 0	31	0	31	0	0	31	0
135 31	0	31	0	0	0	0	31
136 0	0	0	0	0	0	0	0
137 0	0	0	0	0	0	0	3884
138 0	0	0	0	10156	0	0	0
139 0	12342	0	0	0	0	11174	0
140 0	0	0	8060	0	0	0	0
141 9013	0	0	0	0	12323	0	0
142 0	0	12548	0	0	0	0	12408
143 0	0	0	0	12329	0	0	0
144 0	12338	0	0	0	0	12455	0
145 0	0	0	12404	0	0	0	0
146 10680	0	0	0	0	9411	0	0
147 0	0	8729	0	0	0	0	9453
148 0	31	0	0	11885	0	32	0
149 32	12385	0	0	0	32	16668	0
150 0	0	0	21844	0	0	0	0
151 23406	0	0	0	0	24285	0	0
152 0	0	22726	0	0	0	0	22470
153 0	0	0	0	24512	0	0	0
154 0	24843	0	0	0	0	23963	0
155 0	0	0	23297	0	0	0	0
156 22826	0	0	0	0	22171	0	0
157 0	0	20580	0	0	0	0	20210
158 0	0	0	0	22035	0	0	0
159 0	22548	0	0	0	0	21261	0
160 0	0	0	19456	0	0	0	0
161 13813	0	0	0	0	8654	0	462
162 0	0	10075	0	3397	0	0	11610
163 0	5169	0	0	11477	0	5463	0
164 31	13383	0	6816	0	31	14434	0
165 7457	0	0	14912	31	8514	0	0
166 16778	31	9513	0	0	17669	0	9259
167 0	0	17710	0	7963	32	0	18437
168 0	7981	32	0	18308	0	8385	0
169 0	15916	0	8226	0	0	14908	0
170 8468	0	0	16792	0	8885	0	0
171 16836	0	9278	0	0	15442	0	9331
172 0	0	15289	0	9249	0	0	13421
173 0	9644	0	0	13487	0	9309	3200
174 0	16397	0	8628	5651	0	16116	0
175 7859	6046	0	12830	0	6403	6536	0
176 9034	0	5587	6343	0	9127	0	4803
177 5331	0	9182	0	4823	4849	31	9953
178 0	5962	5151	31	12674	0	6052	5499
179 0	13531	32	6140	7085	0	13838	32
180 6779	6742	0	14238	0	6975	6060	0
181 17307	0	7547	6155	0	17889	0	7065
182 5008	0	15758	0	6435	4834	0	15587
183 0	6738	6032	0	17419	0	4562	5267
184 0	13806	0	5033	6052	0	12529	0
185 6884	6118	0	14558	0	6727	6239	0
186 12662	0	6758	6808	0	13542	0	6617
187 5855	0	14117	0	7383	6194	0	15431
188 0	6971	6502	0	16343	0	6767	5993
189 0	14208	0	5860	5025	0	10180	0
190 4890	6111	0	5681	0	5304	5681	0
191 3864	0	4664	4635	32	5299	0	4994
192 4434	32	9353	0	4720	4900	0	8941
193 32	5745	4590	0	9649	31	6416	4967
194 0	12079	0	5853	6168	0	10278	0
195 5616	5323	0	9803	0	5037	5773	0
196 10096	0	5133	5767	0	10130	0	4197
197 5126	0	8916	0	3433	4501	0	7255
198 0	4671	3745	0	7466	0	5294	3959
199 0	8482	0	4659	4441	0	8617	0
200 5474	4079	0	9534	0	5731	4046	0
201 11932	0	5438	6154	0	12179	0	5895
202 7007	0	11519	0	6633	6850	0	11348
203 0	5213	7294	0	8972	0	4335	6370
204 0	5520	0	2422	5018	0	5482	0
205 956	3564	0	7390	0	3015	3658	32
206 7508	0	4695	3926	32	8973	0	5502
207 5004	0	11325	0	4574	5509	0	14519
208 0	4822	3499	0	12930	32	4209	3840
209 0	8517	31	3254	4146	0	9084	0
210 4831	4576	0	9665	0	4066	5381	0
211 9991	0	4278	5230	0	11121	0	6373
212 5852	0	12031	0	6163	5051	0	13834
213 0	3864	3854	0	13796	0	3669	5114
214 0	13351	0	5258	5785	0	13913	0
215 4017	5474	0	12667	0	3857	4945	0
216 11698	0	6796	5459	0	13037	0	6725
217 7239	0	13172	0	6633	7066	0	10147
218 0	5469	3742	0	7237	0	1490	2869
219 0	4941	0	1339	4607	0	6266	0
220 5027	4369	32	8669	0	6343	3575	31
221 8850	0	5809	3184	0	9648	0	7306
222 3191	0	7897	32	8119	3670	0	7526
223 32	9405	4953	0	12147	0	9627	4471
224 0	12274	0	8490	3253	0	11853	0
225 8004	4201	0	12473	0	9027	4575	0
226 13254	0	10291	3622	0	13570	0	8892
227 3956	0	10827	0	7409	4516	0	10965
228 0	7778	4668	0	12012	0	9293	5848
229 0	12156	0	10420	5191	0	13279	0
230 9627	3658	0	13384	0	8206	3367	0
231 12291	0	8394	2669	0	8437	0	7805
232 2108	0	3975	0	6437	1341	0	2909
233 0	4999	250	0	4320	0	5205	0
234 31	6247	0	6477	0	31	5318	0
235 6290	0	0	4404	0	5152	0	0
236 4739	31	4309	31	0	5530	31	5147
237 31	0	6593	0	5813	0	0	7187
238 0	7692	78	0	7809	0	8161	78
239 0	8057	0	6819	0	0	8774	0
240 6569	0	0	10489	0	7683	0	0
241 10980	0	9873	0	0	10286	0	10533
242 0	0	9127	0	10748	0	0	9540
243 0	10046	0	0	10793	0	10157	0
244 1554	13072	0	15172	0	7619	15079	0
245 16582	0	12305	12966	0	12445	0	10033
246 8373	0	9330	0	8685	8537	0	9002
247 0	7921	12074	0	8499	0	7200	12146
248 0	9125	0	7167	11705	0	12800	0
249 8837	11549	0	12333	0	9792	13481	0
250 6641	0	5046	13260	0	5314	0	3834
251 8493	0	8513	0	6886	8227	30	8912
252 30	7984	11901	31	8913	31	7824	12791
253 0	9425	0	9192	14594	0	10323	0
254 11240	16495	0	13485	0	13000	14232	0
255 14499	0	11058	14692	0	12811	0	9193
256 15036	0	14729	0	13493	14974	0	15784
257 0	15805	16032	0	14855	0	16721	15806
258 0	14120	0	16576	16112	0	13947	0
259 15120	13642	0	13762	0	14233	9401	0
260 8821	0	10216	8198	0	7124	0	7481
261 12596	0	14184	0	9753	17257	0	13980
262 0	11994	15310	0	8974	0	10692	10331
263 0	10450	0	10267	10622	0	10292	0
264 10692	11104	0	9995	0	9598	9286	0
265 10222	0	8042	8959	32	10320	32	8957
266 10437	32	13370	32	11383	13952	0	15187
267 0	15679	15845	0	16559	0	16971	16340
268 0	18315	0	15915	16326	0	16866	0
269 16890	16427	0	14858	0	16030	17347	0
270 14980	0	15463	13298	0	17524	0	11392
271 12751	0	19638	0	9115	17443	0	13745
272 0	10957	19264	0	9804	0	9676	16116
273 0	12596	0	11799	13041	0	14372	0
274 13549	14268	0	15841	0	12928	14779	0
275 14433	0	14282	11455	0	10841	0	13425
276 9645	0	7808	0	10623	10167	0	6204
277 0	10590	9084	0	7986	0	10933	11081
278 0	8236	0	8811	11127	0	8326	0
279 8354	9742	0	8843	0	9064	10201	31
280 9469	31	9263	12774	31	12127	31	13605
281 15871	0	12292	0	18807	15827	0	11516
282 0	18405	17710	0	10656	0	18292	13653
283 0	7730	0	13507	9033	0	8771	0
284 9315	11413	0	13218	0	14250	13269	0
285 16111	0	16628	15536	0	17868	0	14563
286 17506	0	16972	0	14632	18295	0	15199
287 0	15395	18425	0	16442	0	14245	17447
288 0	16613	0	14893	15972	0	16155	0
289 15566	16829	0	13980	0	13668	13247	0
290 9699	0	11616	9957	0	8016	0	9828
291 5860	0	4054	0	4537	276	0	31
292 0	154	0	0	0	0	0	0
293 32	0	32	0	0	32	0	32
294 0	0	0	0	0	0	0	0
295 0	0	0	0	0	0	0	0
296 0	0	0	0	0	0	0	0
297 0	0	0	0	0	0	0	0
298 0	0	0	0	0			
