205 0	339229	0	275480
206 0	290057	0	383943
207 0	457372	0	351365
208 0	246125	0	225460
209 0	194806	0	230146
210 0	355201	0	429235
211 0	454591	0	412975
212 0	268397	0	368930
213 0	409853	0	257366
214 0	136989	0	115453
215 175	194378	15317	242370
216 45883	251224	91161	222444
217 87711	234385	67767	270812
218 113350	248650	125551	190261
219 73788	174550	35782	189312
220 75841	194840	62957	146821
221 100950	170368	221748	187096
222 211186	177104	156638	239953
223 226183	139099	199597	130539
224 135540	194765	213286	69116
225 161718	92236	51779	172189
226 22864	200570	125807	120080
227 226900	363	262456	33767
228 160690	166875	17361	267336
229 34801	273686	175989	156843
230 272323	15897	293689	64
231 279414	134001	125391	278251
232 7785	399855	191888	275869
233 208155	84411	30145	169461
234 14237	206206	63	195715
235 0	218879	0	193280
236 0	139080	0	160458
237 0	185603	0	215975
238 0	240820	32	228842
239 32	226962	0	287797
240 0	395461	0	443485
241 0	330737	0	416028
242 0	328783	0	221291
243 0	367397	0	348793
244 0	403461	0	436343
245 0	397932	0	332778
246 0	270480	0	280882
247 0	226334	0	301253
248 0	348487	0	203370
249 0	226271	0	259629
250 31	223422	32	182043
251 0	208724	0	301609
252 0	207634	0	174564
253 0	296022	0	322698
254 0	321954	0	298283
255 0	291473	0	356748
256 0	444728	0	416661
257 0	336511	0	237452
258 0	249287	0	329353
259 0	292550	0	253108
260 0	205143	0	207904
261 32	223557	32	273967
262 0	349746	0	297770
263 0	308154	0	354539
264 0	382546	0	454174
265 0	445470	0	388925
266 0	318720	0	408532
267 0	468364	0	319926
268 0	274818	0	266005
269 0	361718	0	251741
270 0	118980	0	298933
271 0	304718	0	238592
272 0	198107	31	136399
273 32	192149	0	292377
274 0	274007	0	290543
275 0	313539	0	358830
276 0	359158	0	243918
277 32	260289	32	278991
278 0	193097	0	172768
279 0	156226	0	130283
280 0	232335	0	264154
281 0	270163	33	315270
282 33	309192	0	333254
283 0	351775	0	325826
284 142	251188	140	214887
285 70	185935	208	239797
286 142	323598	32	299226
287 15254	371457	15393	488937
288 127	429216	63	428591
289 0	424752	28508	335841
290 28536	375704	0	387216
291 32	351840	39404	349834
292 44371	307653	33674	268559
293 32833	272570	34568	234886
294 58153	178588	53361	153949
295 25697	135980	30249	121753
296 70115	140544	77445	232317
297 81946	281612	85187	277626
298 94089	311562	117255	313392
299 116065	238914	117403	90172
300 65071	71007	97875	136126
301 119542	225195	133002	207091
302 180154	203643	190655	232863
303 228617	228983	215907	146659
304 165178	63362	74902	161266
305 160036	159694	376613	58489
306 283824	93106	93844	217552
307 184839	195614	399414	69395
308 406682	0	185120	103493
309 69956	166529	127681	182439
310 94551	119778	59084	86588
311 131579	129611	93485	90366
312 96592	150154	201198	106898
313 126542	140698	167430	135056
314 171809	136414	151243	188942
315 258610	140946	110394	237384
316 117849	181484	340231	32940
317 264878	43074	114277	42096
318 207191	0	175831	134
319 32105	136	0	0
