183 254792	9243	128366	96727
184 12216	232438	70474	191812
185 139299	55074	69608	136315
186 152298	142546	148897	179391
187 155407	183292	226633	59673
188 66386	214433	27831	241067
189 123916	82727	213546	7779
190 233813	22388	116315	226828
191 64	393643	97409	227118
192 279654	48238	352765	9943
193 265414	68280	92266	206673
194 0	329215	59278	366984
195 172738	192521	251873	15953
196 237673	0	118053	88011
197 17055	104146	81614	14757
198 182485	30642	101303	170007
199 49343	186489	144875	46745
200 194026	30671	98205	228129
201 0	322948	198072	125146
202 271839	18605	72741	181103
203 1004	316601	16850	255969
204 15736	114689	63	206733
205 0	321531	127	323976
206 126	293112	0	270576
207 0	286117	0	276171
208 0	310613	32	274506
209 32	286810	0	273601
210 0	258411	0	339562
211 0	364599	0	374381
212 0	361658	0	326242
213 0	364947	0	339621
214 0	129766	0	81245
215 0	178244	0	226545
216 0	142829	0	105606
217 0	197693	0	271380
218 0	261726	32	264596
219 32	355459	0	374783
220 0	336852	0	290701
221 0	289066	0	318701
222 0	178785	0	209443
223 0	293063	0	265538
224 0	338354	0	391779
225 0	295777	0	167053
226 0	155180	0	186632
227 0	221340	0	281189
228 0	278509	0	257737
229 0	263055	0	290556
230 32	294720	32	304236
231 0	316238	0	274827
232 0	328544	0	316667
233 0	241368	0	309851
234 0	314907	0	236029
235 0	261232	0	384602
236 0	329829	0	196503
237 0	249553	0	287412
238 0	213969	0	209133
239 0	242952	0	245193
240 0	255551	0	320150
241 32	337619	32	236557
242 0	195863	0	150745
243 0	141806	0	202579
244 0	210577	0	303205
245 0	322604	0	326348
246 0	448209	0	429162
247 0	317387	0	285223
248 0	241395	0	189001
249 0	262780	0	329118
250 0	331571	0	318185
251 0	206962	0	134983
252 32	145478	32	188935
253 0	150124	0	182731
254 0	254680	0	251192
255 0	332502	0	353973
256 0	321498	0	372324
257 0	457183	0	389804
258 0	332520	0	259642
259 0	190280	0	162523
260 0	111198	0	131304
261 0	165349	0	272420
262 0	346155	0	318980
263 0	248662	33	200672
264 33	246961	0	242445
265 0	173313	0	174573
266 0	375226	0	401992
267 0	297582	0	335775
268 33	345365	33	429792
269 0	413390	0	306205
270 0	216566	0	220771
271 0	241549	0	179453
272 0	261966	32	305285
273 32	231317	144	281957
274 580	264767	8242	184721
275 15320	247475	37831	184920
276 30772	159801	6253	119471
277 30522	155169	82811	257227
278 92686	247454	47833	327279
279 120209	282757	106595	258083
280 48826	274027	49323	271355
281 100633	195436	161038	43004
282 62030	134284	72920	179519
283 71692	108869	104287	73263
284 243627	18471	216813	590
285 173905	53004	175158	139135
286 202330	87019	281298	15181
287 294832	56274	130350	186808
288 183620	174961	305698	34849
289 367194	30054	357000	61101
290 107436	133368	166616	111905
291 350333	10646	271820	130008
292 88473	196431	62507	135472
293 161862	212140	100339	223457
294 338	177257	50711	124898
295 152155	34404	114990	167468
296 10368	363898	49506	284586
297 180809	91614	199646	69976
298 68527	280419	0	424502
299 47374	377384	134808	182427
300 184482	58179	99397	171437
301 71	321460	142	339685
302 147848	146556	163690	176726
303 123088	191246	248208	19625
304 143353	167195	29914	289088
305 87720	127242	215888	69
306 317474	18937	166655	190607
307 233	328648	39955	246310
308 137438	92808	225813	69
309 187007	140	64058	108684
310 63135	238666	185983	129444
