1 0	0	0	0
2 22080	0	219838	114
3 378788	98040	260610	201787
4 105951	209347	116630	164313
5 161088	131250	123104	155844
6 126158	147211	133274	138333
7 100530	156259	158767	89200
8 118005	155941	121123	172194
9 206678	106184	93148	228960
10 177758	150533	288660	36258
11 119665	215681	50986	317750
12 191924	132114	316229	64
13 258975	105482	82924	259236
14 142	280295	54959	261928
15 197961	141909	288322	6319
16 289214	145	291847	1842
17 189133	124495	42495	271903
18 1794	307330	71647	236431
19 229700	76683	251959	135
20 203768	71	242392	29298
21 143397	183911	10842	341381
22 99829	231790	245298	40363
23 288598	1694	237301	50893
24 95925	206936	4896	329092
25 24083	270297	185553	97453
26 175449	49550	24924	179805
27 25519	220925	59990	126312
28 74968	131610	92804	143510
29 63776	91517	45823	139250
30 172229	121690	182455	117096
31 106652	198284	132602	194976
32 154216	172677	232889	124423
33 197485	189790	83301	207665
34 170069	57385	151671	181111
35 196279	179747	215544	97092
36 45003	232550	141746	169171
37 249474	138002	108781	248156
38 111856	184276	243973	37789
39 210775	146532	80091	360454
40 159373	257495	257249	43367
41 183808	72711	86179	240450
42 32153	291188	204724	174055
43 217384	130852	52818	159484
44 11115	173742	43995	211153
45 177459	116758	231113	104393
46 98278	230924	46184	169171
47 130343	86963	194591	82201
48 110734	158464	145	281192
49 49140	206309	182083	67516
50 140192	140956	6130	322123
51 69	339153	68691	148007
52 69165	170291	363	318987
53 216	308555	104429	182432
54 105406	129965	15623	200591
55 15609	203786	18822	175626
56 112180	69621	144368	12034
57 51502	92515	62	185769
58 69	180053	30086	119507
59 30597	242002	126756	236452
60 236714	99305	113607	196315
61 0	213778	41569	178072
62 82425	189208	168207	88523
63 146547	66637	79570	117292
64 166559	108310	191283	109225
65 160779	144109	195330	119001
66 208344	100750	116535	120339
67 149166	49305	161758	101933
68 140233	149807	172907	75967
69 126686	28135	122861	31475
70 114229	149197	174849	118057
71 213856	141	213535	65
72 298024	64	282146	0
73 224149	0	275068	0
74 354032	0	377595	0
75 304911	0	229236	0
76 220879	0	267634	113
77 245746	111	135415	0
78 161620	0	307158	0
79 351432	0	341109	116
80 338443	114	286328	0
81 329879	0	346637	0
82 266483	0	255339	0
83 272507	72	301076	71
84 187501	0	147172	0
85 317255	0	393263	116
86 334426	116	265234	0
87 223559	0	244284	0
88 274699	0	174808	0
89 201056	0	338850	0
90 336699	0	263444	80
91 228281	80	200688	0
92 241084	0	265043	0
93 207764	0	279559	0
94 368200	0	303566	0
95 193745	0	202007	0
96 238492	0	313251	0
97 398409	0	360338	0
98 335493	0	324462	0
99 202132	0	157558	0
100 128068	0	129415	0
101 216082	0	232357	0
102 152576	0	190465	0
103 284283	0	262611	0
104 169894	0	199549	0
105 263801	0	263003	0
106 305378	0	209484	0
107 140355	32	207335	32
108 207372	0	254111	0
109 328834	0	313296	0
110 259335	0	206749	0
111 176373	67	147882	67
112 232496	0	224884	0
113 226270	0	266604	0
114 244045	0	250792	0
115 298044	0	351300	0
116 295728	0	298691	0
117 269726	0	210855	0
118 178031	32	151895	32
119 213828	0	187521	0
120 226589	0	297501	0
121 286316	0	213432	0
122 132794	0	172021	0
123 198601	0	138998	0
124 127382	0	133752	0
125 177189	0	262274	0
126 330280	0	330757	0
127 206793	0	184645	0
128 252618	0	298695	0
129 241330	0	132809	32
130 162141	32	183498	0
131 211065	0	304128	0
132 272657	0	252405	0
133 293271	0	287756	0
134 290135	0	257352	0
135 215482	0	241060	0
136 254467	0	250105	0
137 301745	0	316297	0
138 193132	0	242730	0
139 240925	0	104236	0
140 118885	32	120847	32
141 168016	0	217350	0
142 242128	0	281059	0
143 219894	0	240729	0
144 262346	0	180689	0
145 139919	0	163552	0
146 230450	0	255639	0
147 215543	0	197523	0
148 285935	0	232248	0
149 208484	0	299575	0
150 294091	0	260658	0
151 271262	32	248780	32
152 154810	0	209332	0
153 274204	0	257081	0
154 340102	0	315102	0
155 341886	0	406527	0
156 360437	0	356916	0
157 310621	0	289025	0
158 360535	0	250221	0
159 297945	0	340069	0
160 172003	0	249169	0
161 328302	0	260352	0
162 211999	32	239738	32
163 248704	0	255866	0
164 189012	0	133135	0
165 225260	0	299688	0
166 263659	0	212930	0
167 180718	0	148020	0
168 141424	0	160320	0
169 186002	0	230300	0
170 290804	0	396256	0
171 392022	0	291129	0
172 267285	0	220326	0
173 215754	32	316955	33
174 346974	0	291191	0
175 305495	0	362762	0
176 294250	0	240271	0
177 248979	0	287649	0
178 290244	0	121885	282
179 78336	566	223032	564
180 202663	783	229836	24930
181 291468	59891	285250	36599
182 298955	254	167627	59273
183 133950	91413	183869	61921
184 211389	30072	236202	32
185 191165	36312	141257	72631
186 82654	109757	93492	77663
187 77241	109535	63	215908
188 127	225832	63	233596
189 0	268406	0	284981
190 0	245115	0	248651
191 32	246715	31	214971
192 0	233517	0	189663
193 0	139646	0	172504
194 0	286370	0	380033
195 0	335583	0	286540
196 0	248924	0	259447
197 0	300200	0	261396
198 0	237102	0	197179
199 0	180694	0	266526
200 0	262287	0	256302
201 0	193504	32	75278
202 32	192871	0	279554
203 0	225887	0	209931
204 0	214761	0	249703
205 0	315802	0	310417
206 0	248341	0	222312
207 0	154721	0	174453
208 0	283014	0	274390
209 0	197864	0	261951
210 0	317343	0	281812
211 0	297315	0	279214
212 0	248011	0	232005
213 32	189251	31	172293
214 0	235014	0	297038
215 0	312967	0	354933
216 0	384407	0	327637
217 0	263896	0	288127
218 0	298563	0	222714
219 0	175542	0	262137
220 0	319447	0	253821
221 0	332094	0	335236
222 0	293723	0	258530
223 0	199716	0	207736
224 31	203817	31	211069
225 0	244354	0	247410
226 0	250698	0	206391
227 0	244240	0	330717
228 0	212524	0	161442
229 0	259931	0	260332
230 0	234628	0	254308
231 0	324426	0	320985
232 0	183858	0	238758
233 0	331134	0	341408
234 0	371940	0	256716
235 0	187335	32	254562
236 32	299880	0	277296
237 0	310346	0	427048
238 0	439555	0	299966
239 0	297238	0	342703
240 0	332245	0	428843
241 0	313680	0	142565
242 0	163670	0	204289
243 0	268858	0	293991
244 0	239521	0	251608
245 0	274077	0	275521
246 0	255192	32	207103
247 32	197294	0	198544
248 0	277532	0	241668
249 0	233117	0	326510
250 0	317216	0	287249
251 0	301164	0	342722
252 0	252564	0	176261
253 0	236115	0	253507
254 0	300357	0	321855
255 0	351795	0	258188
256 0	200157	0	274230
257 0	249457	32	175885
258 32	142457	0	308866
259 0	331939	0	174647
260 0	212500	0	391026
261 0	366944	0	191858
262 0	104628	0	181053
263 0	247264	0	213992
264 0	190830	0	284259
265 0	329032	0	270371
266 0	372733	0	406918
267 0	366921	0	321757
268 0	257900	0	218281
269 32	208418	33	309973
270 0	328130	0	202786
271 0	264249	0	313526
272 0	312643	0	267638
273 0	176662	32	201192
274 32	174978	284	197284
275 426	230870	426	176161
276 15524	222416	30982	305214
277 15624	232907	135	204432
278 30512	165307	30049	174713
279 158	233943	30203	257690
280 30300	292902	36761	178062
281 36765	178486	33644	179651
282 59566	31577	52558	195
283 56286	92740	138381	111535
284 204364	74229	96374	178315
285 116566	126531	183949	17077
286 168719	29360	109704	114603
287 9153	177457	23078	169615
288 117263	92384	209869	1597
289 223108	30461	210490	107918
290 101957	197315	63	306170
291 70414	206194	132612	16855
292 169234	2974	245194	6035
293 201149	44348	218789	41219
294 178685	43698	19258	100057
295 421	74544	29033	61317
296 81368	49499	110145	70587
297 157206	67408	146087	86572
298 60002	195560	105003	150665
299 171942	121694	124143	193401
300 166056	113168	121059	93434
301 28975	138159	87002	44510
302 69994	43891	69297	44265
303 177820	6306	172525	82103
304 165268	92670	171009	68302
305 109176	109174	127625	77214
306 135524	30047	116296	10310
307 112353	32232	55393	87950
308 37513	126509	132562	69902
309 155529	34744	144998	35871
310 174085	1557	172832	20755
311 87568	146664	51524	217550
312 0			
