86 21238	46435	0	182982	0	265714	0	205701
87 19810	158400	38031	83281	18302	0	0	0
88 57483	268	56439	262	23849	322	85646	15412
89 60214	14747	0	0	68295	61	126662	26599
90 59318	30021	69178	3187	166710	116	124555	45208
91 28245	59400	57071	15018	99942	7508	41343	59365
92 0	58336	63	49809	62	84867	0	100033
93 0	94646	0	82656	0	130984	0	87965
94 0	22249	0	83919	0	157753	0	123631
95 0	31225	31	17551	32	47099	0	77731
96 0	115582	0	181702	0	139593	0	29292
97 0	81633	0	173835	0	126749	0	68952
98 0	78938	0	57197	0	51725	0	81871
99 0	67538	0	80330	0	68266	0	46386
100 0	63365	0	55844	0	31392	0	55265
101 31	125715	32	167937	0	128713	0	90479
102 0	100162	0	66638	0	83033	0	110988
103 0	66842	0	16557	0	30857	0	80047
104 0	95400	0	65657	0	25891	0	56048
105 0	98681	0	111605	0	84971	0	22393
106 0	4340	0	47428	31	131949	32	209671
107 0	249703	0	248727	0	191138	0	95638
108 0	114072	0	143437	0	71760	0	101611
109 0	167756	0	117985	0	97456	0	198121
110 0	184980	0	77929	0	134946	0	196095
111 0	120308	0	104750	0	106042	0	34949
112 0	29383	31	57360	31	31357	0	45899
113 0	72398	0	30079	0	40846	0	49369
114 0	44800	0	35380	0	7364	0	73639
115 0	118858	0	65273	0	165487	0	174502
116 0	88990	0	124890	0	124335	0	98829
117 0	119311	0	144893	0	108910	0	61638
118 31	30838	30	53156	0	121650	0	161466
119 0	146380	0	132828	0	73015	0	40783
120 0	42993	0	95887	0	176554	0	158780
121 0	72025	0	6075	0	1761	0	102540
122 0	152362	0	143871	0	159606	0	135754
123 0	137872	0	93221	0	29711	31	58937
124 31	101299	0	154048	0	182580	0	162214
125 0	110471	0	92043	0	124746	0	113190
126 138	88971	136	101642	68	140130	15022	75754
127 15103	81080	0	137504	64	139091	30857	89520
128 30822	61321	0	98737	0	116109	38409	70950
129 59506	34613	21771	97708	0	112713	16838	115252
130 64131	73366	46416	65879	0	104573	0	76315
131 0	73607	26209	92034	94918	48140	69484	19616
132 211	77028	140	98327	0	81603	4840	98822
133 77487	105114	155427	46126	82428	18340	0	79315
134 0	98971	17809	38159	106889	0	87625	1504
135 0	41972	44828	41015	61345	1581	92826	1554
136 98074	61	106317	60	128957	30	79753	31
137 99103	0	120588	0	77381	0	152945	0
138 172540	0	129776	0	198382	0	194310	0
139 91428	0	99986	0	186438	0	193753	0
140 123560	0	94149	0	67539	0	142	0
141 5953	0	51058	0	93439	0	69702	0
142 40764	0	18922	0	5498	0	14116	0
143 11000	0	0	0	0	0	59	0
144 63744	30	86463	32	47624	0	65550	0
145 81263	0	85954	0	44515	0	0	0
146 0	0	134	0	130	0	34794	0
147 79382	0	81365	0	45957	0	22081	0
148 33981	0	80503	0	152210	0	119483	0
149 36510	0	7694	0	88891	0	90304	0
150 59138	0	69247	0	87500	0	119037	0
151 58152	0	72939	0	128757	0	88822	0
152 108709	0	151270	0	125396	0	127205	0
153 155107	0	102373	0	54413	0	103519	0
154 101528	0	102126	0	174555	0	128892	0
155 33033	0	55590	0	77079	0	94675	0
156 117936	0	137600	0	166680	0	164968	0
157 106693	0	38752	0	31870	0	80684	0
158 96084	0	62667	0	18967	0	0	0
159 50596	0	157174	0	132881	0	23026	0
160 62	0	1564	0	46620	0	74973	0
161 31003	0	64	0	64	0	0	0
162 0	0	0	0	0	0	0	0
163 0	0	0	0	0	0	0	0
164 0	0	0	0	0	0	0	0
165 0	0	0	0	0	0	0	0
166 0	0	0	0	0	0	0	0
167 0	0	0	0	0	0	0	0
168 0	0	0	0	0	0	0	0
169 0	0	0	0	0	0	0	0
170 0	0	0	0	0	0	0	0
171 0	0	0	0	0	0	0	0
172 0	0	0	0	0	0	0	0
173 0	0	0	0	0	0	0	0
174 0	0	0	0	0	0	0	0
175 0	0	0	0	0	0	0	0
176 0	0	0	0	0			
