79 402239	0	449255	0
80 399504	0	242886	0
81 172146	0	249441	0
82 303119	0	372511	0
83 263833	0	178321	0
84 336898	0	371771	0
85 300077	0	279671	71
86 229102	71	209252	70
87 278826	71	296478	0
88 290037	116	376921	116
89 407736	0	410215	0
90 342550	78	214460	78
91 252077	0	252475	0
92 175636	0	231139	0
93 302099	0	360491	0
94 363844	0	327628	0
95 374137	0	423928	0
96 454076	0	395531	0
97 267466	0	231289	0
98 271612	0	350745	0
99 394992	0	393578	0
100 452692	0	495719	0
101 514628	0	412075	0
102 298744	0	212974	0
103 174649	0	162558	0
104 202284	0	251067	0
105 303575	0	364929	0
106 355663	0	357795	0
107 339184	0	288974	0
108 248957	0	198052	0
109 222054	33	182015	32
110 194247	0	273352	0
111 289212	0	350142	0
112 306716	0	245795	0
113 248065	0	207001	0
114 176937	0	236518	0
115 264230	0	203626	0
116 235408	0	342084	0
117 374241	0	393505	0
118 364979	0	295664	0
119 234449	0	311457	0
120 245448	0	180897	32
121 324427	32	305780	0
122 214279	0	93660	0
123 202842	0	376495	0
124 242843	0	199034	0
125 214744	0	178057	0
126 241105	0	276428	0
127 298719	0	327441	0
128 360653	0	375574	0
129 333462	0	257172	0
130 215877	0	209877	0
131 206647	142	212519	172
132 247148	172	311152	15179
133 342847	15080	413464	63
134 413251	29753	402238	29595
135 371749	0	327715	0
136 301058	0	212601	19856
137 227749	36739	265108	16916
138 317185	0	345382	0
139 289818	0	139233	57244
140 156598	57498	199367	83789
141 189049	83671	141108	124189
142 101162	142249	217378	19868
143 143087	88863	39909	213247
144 132320	130673	284123	6101
145 254046	98431	90255	297564
146 70486	222313	209276	24382
147 304445	0	310972	0
148 151978	97952	7375	228744
149 44090	134171	140776	0
150 190420	77701	171446	209528
151 204283	132485	137564	136258
152 55391	229061	131781	101430
153 119670	57369	32799	178718
154 0	248136	105625	200316
155 245687	99396	141770	197381
156 25552	270401	210391	126213
157 298605	88697	172269	128121
158 69890	157491	13152	155067
159 4603	160277	4648	255531
160 239	351712	347	326142
161 15511	368847	15730	509193
162 15846	505764	46528	392025
163 30675	383349	3133	399617
164 69889	186754	87386	88703
165 21375	303425	62105	292680
166 130759	109358	110902	89338
167 179645	61441	268935	66171
168 200482	129542	157500	80293
169 216891	35079	160482	112856
170 118403	89446	229517	142
171 149924	138051	127162	170608
172 278771	47466	280142	125036
173 184643	274351	184634	166396
174 274378	31088	319512	30390
175 263621	45319	102968	141933
176 114020	119927	261746	25054
177 264307	38175	135072	38390
178 49455	39888	68254	143994
179 152166	232490	164341	222855
180 140824	158941	105562	126682
181 48825	190998	87499	154089
182 101706	62451	33713	188113
183 54591	267072	161337	186688
184 111105	240343	4604	393789
185 88896	268136	94204	109709
186 67127	116340	67739	141467
187 51011	136941	99329	133104
188 120591	146127	130842	133850
189 140864	175142	216750	136308
190 201758	191025	177697	221756
191 280509	79138	159997	143269
192 63134	190293	88662	155447
193 77344	176948	51937	208574
194 64	229134	35349	190191
195 37365	252731	1622	446670
196 46137	317303	45757	92268
197 0	100480	68812	94936
198 68277	171641	99767	172594
199 99237	159691	59369	200031
200 148421	204074	114635	310035
201 222208	228370	219511	344179
202 18642	344422	3129	105759
203 161708	88498	156247	87078
204 125	198772	33	264262
205 1543	287427	60854	235112
206 60641	131306	64	270452
207 65652	342576	136743	195753
208 70808	190876	3060	251203
209 75030	158003	72239	135753
210 0	228190	0	248596
211 65973	148678	110874	96270
212 43252	292555	0	388556
213 0	308329	85126	178352
214 167910	155577	82057	222063
215 0	204825	0	189064
216 32	240438	2920	237567
217 92013	151825	88770	235162
218 62	408046	0	388939
219 0	272390	0	245828
220 0	275999	0	264062
221 0	284317	0	266881
222 0	222739	0	316750
223 0	377012	0	430418
224 0	336718	0	224665
225 0	246669	0	139709
226 0	190105	31	297866
227 32	282336	0	301666
228 0	393535	0	509538
229 0	430801	0	339018
230 0	374029	0	334889
231 0	370372	0	486447
232 0	403727	0	305249
233 0	337406	0	321874
234 0	235677	0	224118
235 0	250608	0	354716
236 0	252418	0	235553
237 0	342480	0	207730
238 33	233858	32	288752
239 0	325493	0	369425
240 0	356779	0	312667
241 0	311818	0	292666
242 0	310062	0	370904
243 0	325383	0	219078
244 0	186208	0	241099
245 0	299160	0	345492
246 0	342718	0	370540
247 0	400564	0	329786
248 0	363814	0	333919
249 32	266395	32	295485
250 0	368658	0	499737
251 0	493340	0	433285
252 0	360152	0	312852
253 0	342207	0	295598
254 0	211849	0	202624
255 0	293065	0	325926
256 0	275928	0	269473
257 0	224610	0	286228
258 0	307089	0	332714
259 0	340581	0	267694
260 32	253963	32	248762
261 0	249594	0	285985
262 0	310814	0	284652
263 0	229029	0	178699
264 0	294236	0	390898
265 0	377082	0	397980
266 0	401458	0	283045
267 0	218465	0	283446
268 0	223690	0	177892
269 0	307000	0	418367
270 0	309025	0	214194
271 0	289208	32	264785
272 32	242587	0	245854
273 0	249997	0	210778
274 0	224295	0	330308
275 0	353982	32	231164
276 32	242851	0	318761
277 0	260506	0	226493
278 0	209541	0	257375
279 0	320986	31	269365
280 31	239762	0	304737
281 0	248566	0	272350
282 0	307287	0	268127
283 0	279070	32	210023
284 32	192654	0	232040
285 140	298865	144	407318
286 15798	453868	15767	447167
287 45911	367856	44818	343812
288 31	326738	31	263419
289 0	262765	125	323550
290 66693	320174	66018	383454
291 0	468016	63	369767
292 95	310280	43529	311245
293 79206	235441	36043	251977
294 0	362245	0	309082
295 65243	214105	65142	229071
296 142	287070	239	299857
297 66967	173601	85132	168595
298 135890	192651	117936	245353
299 91451	249266	106528	189507
300 34933	203423	58300	146362
301 73389	126273	100434	132858
302 71639	165648	81982	153082
303 78990	190518	65154	190118
304 113183	155910	48449	212146
305 92404	172780	167799	145386
306 75475	283958	89765	290331
307 274539	106512	192900	99122
308 9030	303512	63	345906
309 28627	273479	140070	150715
310 278133	17772	255110	0
311 106491	73593	20883	207117
312 209	355029	161509	294988
313 275015	82188	223886	70
314 120882	92049	9411	236486
315 49729	242269	232651	151120
316 373647	76635	0	
